marital_status,application_mode,application_order,course,daytime/evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,target
Single,4,4,5,Daytime,1,126.0,0,0,15,25,39,123.9,Yes,No,No,Yes,Male,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,0
Single,0,1,13,Daytime,1,150.0,0,12,22,24,41,139.5,No,No,No,Yes,Male,Yes,20,No,0,6,7,6,14.833333333333334,0,0,6,6,6,14.833333333333334,0,12.7,3.7,-1.7,2
Single,12,1,3,Daytime,39,150.0,0,6,0,29,42,150.0,Yes,No,No,Yes,Male,No,21,No,0,6,12,5,13.625,0,0,6,6,5,12.6,0,13.9,-0.3,0.79,2
Married,0,1,12,Daytime,1,144.0,0,6,7,20,18,139.8,No,No,Yes,Yes,Male,No,24,No,0,7,7,7,12.271428571428572,0,0,8,10,7,13.657142857142857,0,10.8,1.4,1.74,2
Single,9,1,16,Evening,1,133.1,0,18,22,29,43,154.4,No,No,No,Yes,Male,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,10.8,1.4,1.74,0
Single,4,6,8,Daytime,1,120.0,0,17,23,29,43,115.5,Yes,No,Yes,No,Male,No,19,No,0,5,8,4,12.5,0,0,5,9,5,10.5,0,8.9,1.4,3.51,1
Single,9,1,2,Evening,1,133.1,0,12,7,24,41,119.0,No,No,No,Yes,Male,No,39,No,3,9,10,9,13.22222222222222,0,2,7,8,7,13.142857142857142,0,8.9,1.4,3.51,2
Single,9,1,1,Daytime,1,133.1,0,6,22,29,43,96.1,No,No,No,Yes,Male,No,25,No,0,7,13,2,15.0,0,0,7,12,2,11.5,0,12.4,0.5,1.79,0
Single,17,1,0,Daytime,3,130.0,0,0,8,29,36,130.0,No,No,No,No,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Single,11,1,4,Daytime,1,133.0,0,0,8,29,36,128.8,No,No,No,Yes,Male,No,19,No,6,12,12,12,13.166666666666666,0,6,12,12,12,13.0,0,10.8,1.4,1.74,2
Single,5,1,14,Daytime,1,124.0,0,18,22,29,42,126.8,No,No,No,Yes,Male,Yes,21,No,0,6,8,5,13.833333333333334,0,0,6,6,4,14.0,0,13.9,-0.3,0.79,2
Single,17,1,16,Evening,40,130.0,0,0,15,24,36,130.0,No,No,No,Yes,Male,No,27,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0
Single,0,3,8,Daytime,1,124.0,0,0,0,25,37,116.7,Yes,No,No,Yes,Male,No,19,No,0,5,6,0,0.0,0,0,5,6,0,0.0,0,7.6,2.6,0.32,1
Single,4,3,11,Daytime,1,132.0,0,12,0,22,41,125.5,Yes,No,No,Yes,Male,No,18,No,0,8,8,7,13.154285714285717,0,0,8,8,7,13.154285714285717,0,10.8,1.4,1.74,1
Single,17,1,13,Daytime,3,110.0,0,10,22,23,37,110.0,Yes,No,No,Yes,Male,No,27,No,7,12,12,9,12.333333333333334,0,6,11,11,6,13.166666666666666,0,9.4,-0.8,-3.12,0
Single,0,3,14,Daytime,1,127.0,0,6,23,28,37,133.7,Yes,No,Yes,Yes,Male,No,18,No,0,6,6,6,13.0,0,0,6,7,5,11.8,0,12.7,3.7,-1.7,0
Single,0,1,7,Daytime,1,130.0,0,7,15,29,1,117.6,No,No,No,Yes,Male,No,19,No,0,5,14,2,11.5,2,0,5,8,5,11.4,3,9.4,-0.8,-3.12,1
Single,12,1,3,Daytime,39,140.0,0,6,23,29,2,140.0,No,No,No,Yes,Male,No,19,No,0,6,15,3,13.25,0,0,6,9,1,12.0,0,13.9,-0.3,0.79,0
Single,12,1,3,Daytime,39,150.0,0,6,0,1,1,150.0,No,No,No,Yes,Male,No,22,No,0,6,12,3,13.333333333333334,0,0,6,12,3,12.75,0,15.5,2.8,-4.06,1
Single,3,2,9,Daytime,1,133.0,0,6,23,24,39,133.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,13.5,0,0,6,6,6,12.166666666666666,0,10.8,1.4,1.74,2
Single,3,4,14,Daytime,1,109.0,0,17,22,29,37,137.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,7,6,12.666666666666666,0,0,6,8,5,12.8,0,10.8,1.4,1.74,2
Single,11,1,8,Daytime,1,133.1,0,20,7,22,1,128.2,No,No,No,Yes,Female,No,23,No,7,11,18,11,15.090909090909092,1,2,6,7,6,14.5,0,9.4,-0.8,-3.12,0
Single,5,4,0,Daytime,1,133.0,0,0,25,29,39,129.2,Yes,No,Yes,No,Male,No,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,0
Single,4,3,14,Daytime,1,134.0,0,7,0,23,37,129.5,Yes,No,No,Yes,Male,No,18,No,0,6,7,6,13.166666666666666,0,0,6,7,6,12.666666666666666,0,16.2,0.3,-0.92,2
Single,0,4,14,Daytime,1,125.0,0,6,7,29,41,129.6,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,12.833333333333334,0,0,6,8,6,12.833333333333334,0,12.4,0.5,1.79,2
Single,4,3,6,Daytime,1,135.0,0,0,7,9,33,121.7,Yes,No,No,Yes,Male,No,18,No,0,5,7,5,11.8,0,0,5,9,3,12.0,0,8.9,1.4,3.51,1
Single,4,2,14,Daytime,1,132.0,0,6,0,29,43,141.8,Yes,No,No,Yes,Male,No,20,No,0,6,6,6,11.833333333333334,0,0,6,6,6,12.166666666666666,0,12.7,3.7,-1.7,2
Single,0,3,14,Daytime,1,135.0,0,12,0,22,38,129.8,Yes,No,No,Yes,Male,No,20,No,0,6,6,5,12.8,0,0,6,11,3,12.75,0,15.5,2.8,-4.06,2
Single,12,1,4,Daytime,39,100.0,0,0,0,24,38,106.0,No,No,No,Yes,Male,No,21,No,2,7,7,5,11.8,0,5,9,9,5,11.0,0,12.4,0.5,1.79,0
Single,11,1,0,Daytime,1,144.0,0,6,7,29,38,121.6,No,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,13.9,-0.3,0.79,1
Single,4,1,6,Daytime,1,125.0,0,6,0,25,38,121.5,Yes,No,No,Yes,Male,No,20,No,0,5,7,5,15.8,0,0,5,7,5,14.571428571428571,0,11.1,0.6,2.02,0
Single,0,1,0,Daytime,1,133.1,0,0,22,29,43,117.0,No,No,Yes,Yes,Male,No,19,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,1
Single,12,1,6,Daytime,39,130.0,0,18,7,29,39,130.0,Yes,No,No,Yes,Male,No,19,No,0,5,9,2,12.5,0,0,5,10,3,11.6,0,12.4,0.5,1.79,1
Single,4,1,13,Daytime,1,117.0,0,0,0,24,38,117.7,Yes,No,No,Yes,Male,No,20,No,0,6,9,6,14.666666666666666,0,0,6,7,6,13.857142857142858,0,8.9,1.4,3.51,2
Single,12,1,5,Daytime,39,140.0,0,6,22,25,41,140.0,Yes,No,No,Yes,Male,No,19,No,2,6,10,4,12.5,0,1,6,16,2,12.0,0,12.4,0.5,1.79,0
Single,0,1,6,Daytime,1,132.0,0,0,3,23,37,133.1,Yes,No,No,Yes,Male,No,19,No,0,5,7,3,12.0,0,0,6,10,2,10.5,0,11.1,0.6,2.02,0
Single,2,1,6,Daytime,1,133.1,18,7,8,22,36,100.0,No,No,Yes,Yes,Male,No,24,Yes,2,8,8,7,13.142857142857142,0,1,6,8,6,11.833333333333334,0,8.9,1.4,3.51,1
Single,4,1,13,Daytime,1,132.0,0,6,0,25,38,119.1,No,No,Yes,Yes,Male,No,18,No,0,6,6,3,12.666666666666666,0,0,6,11,4,11.142857142857142,0,10.8,1.4,1.74,0
Single,0,1,6,Daytime,1,148.0,0,6,7,29,42,129.8,No,No,No,No,Male,Yes,18,No,0,5,6,5,15.0,0,0,5,6,5,14.2,0,8.9,1.4,3.51,1
Single,0,1,9,Daytime,1,133.0,0,6,23,29,41,131.3,Yes,No,Yes,Yes,Female,No,18,No,0,6,7,5,13.6,0,0,6,7,5,11.8,0,8.9,1.4,3.51,0
Single,4,5,14,Daytime,1,143.0,0,0,0,27,41,136.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,13.833333333333334,0,8.9,1.4,3.51,2
Single,4,1,9,Daytime,1,143.0,0,6,22,29,43,126.2,Yes,No,No,Yes,Female,Yes,21,No,0,6,7,6,13.333333333333334,0,0,6,7,6,13.5,0,12.4,0.5,1.79,2
Single,2,1,5,Daytime,1,133.1,18,17,22,29,43,109.6,No,No,No,Yes,Female,No,18,Yes,0,6,13,4,12.25,0,0,6,15,5,11.0,0,11.1,0.6,2.02,0
Single,0,1,11,Daytime,1,141.0,0,0,7,23,37,131.9,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,15.101428571428572,0,0,8,8,8,16.09375,0,11.1,0.6,2.02,2
Single,0,2,9,Daytime,1,140.0,0,6,22,29,43,140.7,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,13.166666666666666,0,0,6,6,6,16.0,0,10.8,1.4,1.74,2
Single,5,6,2,Evening,1,134.0,0,12,7,22,38,120.7,Yes,No,No,Yes,Female,No,23,No,0,6,8,4,11.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,0
Single,0,2,8,Daytime,1,118.0,0,12,7,22,38,113.8,Yes,No,No,Yes,Female,No,21,No,0,5,9,3,11.666666666666666,0,0,5,9,4,11.75,0,8.9,1.4,3.51,2
Single,0,1,9,Daytime,1,135.0,0,6,23,27,39,121.0,No,No,No,Yes,Female,No,20,No,0,6,13,1,10.0,0,0,6,13,1,13.0,0,9.4,-0.8,-3.12,1
Single,4,1,2,Evening,1,119.0,0,14,19,0,0,112.4,Yes,No,No,Yes,Female,No,26,No,4,7,15,7,11.571428571428571,0,2,6,14,2,11.0,0,7.6,2.6,0.32,0
Single,0,6,14,Daytime,1,145.0,0,0,7,24,38,131.0,Yes,No,No,Yes,Female,Yes,18,No,0,6,6,6,12.166666666666666,0,0,6,10,5,11.2,0,7.6,2.6,0.32,1
Single,0,1,0,Daytime,1,143.0,0,12,22,29,43,142.7,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,16.2,0.3,-0.92,0
Single,0,1,13,Daytime,1,123.0,0,6,7,29,42,125.5,No,No,No,No,Female,Yes,19,No,0,6,6,6,13.833333333333334,0,0,6,7,6,14.285714285714286,0,8.9,1.4,3.51,2
Single,0,3,11,Daytime,1,108.0,0,6,0,29,37,107.8,Yes,No,No,Yes,Female,Yes,20,No,0,7,10,6,12.357142857142858,0,0,8,9,7,13.0,0,13.9,-0.3,0.79,2
Single,0,3,14,Daytime,1,117.0,0,18,7,27,41,110.4,Yes,No,Yes,No,Female,No,19,No,0,6,7,6,12.166666666666666,0,0,6,10,2,10.333333333333334,0,16.2,0.3,-0.92,0
Single,12,1,9,Daytime,39,140.0,0,17,7,18,4,136.1,Yes,No,Yes,Yes,Female,No,21,No,3,6,8,3,12.0,0,2,6,6,2,12.5,0,12.4,0.5,1.79,1
Single,9,1,10,Daytime,1,170.0,0,17,22,24,40,138.3,No,No,No,Yes,Female,No,33,No,5,10,14,9,12.416666666666666,0,5,9,14,7,13.0,0,10.8,1.4,1.74,2
Single,0,2,5,Daytime,1,157.0,0,12,23,24,40,142.3,No,No,No,Yes,Female,No,18,No,0,5,7,4,12.75,0,0,5,6,4,12.75,0,7.6,2.6,0.32,2
Single,10,1,11,Daytime,6,141.0,0,17,0,29,38,145.0,No,No,No,Yes,Female,No,21,No,12,21,33,18,14.933333333333334,12,12,21,33,18,14.933333333333334,12,7.6,2.6,0.32,2
Single,0,1,14,Daytime,1,125.0,0,12,7,22,37,125.7,Yes,No,No,Yes,Female,No,19,No,0,6,6,6,13.0,0,0,6,7,6,11.666666666666666,0,8.9,1.4,3.51,2
Divorced,9,1,15,Daytime,19,133.1,0,18,7,29,43,108.0,No,No,Yes,No,Female,No,33,No,0,7,7,7,12.857142857142858,0,0,7,8,6,12.666666666666666,0,8.9,1.4,3.51,1
Married,0,4,11,Daytime,1,143.0,0,18,23,25,39,128.7,Yes,No,No,Yes,Female,No,18,No,0,7,10,7,14.455000000000002,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,2
Single,0,1,13,Daytime,1,142.0,0,0,7,24,38,128.0,No,No,No,Yes,Female,Yes,18,No,0,6,8,6,14.0,0,0,6,7,6,13.285714285714286,0,11.1,0.6,2.02,2
Single,0,3,14,Daytime,1,150.0,0,6,23,24,38,146.5,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,13.5,0,0,6,7,6,12.666666666666666,0,11.1,0.6,2.02,2
Single,0,2,10,Daytime,1,112.0,0,17,22,26,40,106.1,Yes,No,No,No,Female,No,20,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,0
Single,4,2,2,Evening,1,133.1,0,6,0,1,1,118.0,No,No,No,Yes,Female,Yes,20,No,0,6,6,6,11.666666666666666,0,0,6,12,5,14.0,0,10.8,1.4,1.74,2
Single,4,1,5,Daytime,1,125.0,0,0,22,24,43,117.0,Yes,No,No,Yes,Female,Yes,19,No,0,5,6,4,12.0,0,0,5,8,5,13.333333333333334,1,10.8,1.4,1.74,2
Single,0,3,9,Daytime,1,121.0,0,18,22,28,42,115.4,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,11.714285714285714,0,0,6,6,6,11.833333333333334,0,13.9,-0.3,0.79,2
Single,4,3,9,Daytime,1,133.1,0,22,0,22,37,117.0,Yes,No,No,Yes,Female,No,21,No,0,6,8,6,12.666666666666666,0,0,6,7,6,12.428571428571429,0,11.1,0.6,2.02,2
Single,9,1,5,Daytime,1,133.1,0,12,15,24,36,144.9,Yes,No,No,Yes,Female,No,26,No,0,6,11,3,11.75,0,0,6,19,4,12.8,0,12.4,0.5,1.79,1
Single,4,1,9,Daytime,1,135.0,0,17,22,28,40,127.0,No,No,No,Yes,Female,No,21,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,16.2,0.3,-0.92,0
Single,0,4,11,Daytime,1,132.0,0,6,23,25,39,118.0,Yes,No,No,Yes,Female,No,18,No,0,8,8,7,12.328571428571427,0,0,8,8,7,12.328571428571427,0,12.7,3.7,-1.7,2
Facto union,9,1,15,Daytime,19,133.1,0,17,22,29,42,118.0,No,No,No,Yes,Female,No,27,No,0,7,14,6,11.666666666666666,0,0,7,10,1,10.0,0,12.4,0.5,1.79,0
Single,11,1,4,Daytime,1,135.0,0,0,23,23,43,126.4,Yes,No,No,Yes,Female,Yes,20,No,5,12,12,12,13.25,0,5,12,12,11,12.727272727272728,0,15.5,2.8,-4.06,2
Single,11,1,13,Daytime,39,110.0,0,6,15,27,2,110.0,No,No,No,Yes,Female,No,21,No,0,6,8,5,11.833333333333334,0,0,6,8,4,13.25,2,16.2,0.3,-0.92,1
Single,4,1,12,Daytime,1,133.0,0,18,22,29,43,124.4,Yes,No,No,Yes,Female,Yes,18,No,0,7,7,7,13.3,0,0,8,8,8,15.125,0,15.5,2.8,-4.06,2
Single,12,1,5,Daytime,39,140.0,0,0,7,29,43,140.0,Yes,No,No,Yes,Female,No,20,No,1,6,13,6,12.555555555555555,0,1,6,11,5,11.8,0,16.2,0.3,-0.92,1
Single,0,1,14,Daytime,1,135.0,0,0,7,24,2,129.4,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.833333333333334,0,0,6,7,6,12.166666666666666,0,11.1,0.6,2.02,2
Single,12,1,9,Daytime,39,140.0,0,0,0,23,39,141.7,No,No,No,Yes,Female,Yes,20,No,3,6,6,6,12.833333333333334,0,2,6,6,6,12.833333333333334,0,13.9,-0.3,0.79,2
Single,0,2,5,Daytime,1,144.0,0,0,7,24,2,132.1,Yes,No,No,Yes,Female,Yes,19,No,0,5,10,3,12.666666666666666,1,0,5,7,3,13.0,0,12.7,3.7,-1.7,2
Single,0,5,11,Daytime,1,122.0,0,17,15,29,36,116.8,Yes,No,No,Yes,Female,No,20,No,0,7,8,6,13.271428571428572,0,0,8,8,7,14.471428571428572,0,13.9,-0.3,0.79,2
Single,0,1,16,Evening,1,143.0,0,6,22,25,42,135.0,No,No,No,Yes,Female,Yes,20,No,0,5,5,5,12.4,0,0,5,6,5,12.833333333333334,0,10.8,1.4,1.74,2
Single,12,1,5,Daytime,39,150.0,0,18,0,25,39,150.0,No,No,No,Yes,Female,No,20,No,0,5,10,2,14.5,1,0,5,7,4,11.25,0,12.7,3.7,-1.7,1
Single,0,3,9,Daytime,1,124.0,0,6,0,27,2,116.0,Yes,No,Yes,Yes,Female,No,19,No,0,6,7,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,0
Single,0,1,14,Daytime,1,156.0,0,12,15,4,9,155.0,No,No,No,Yes,Female,No,18,No,0,6,7,6,14.285714285714286,0,0,6,8,6,13.25,0,8.9,1.4,3.51,2
Single,0,1,5,Daytime,1,142.0,0,18,23,29,2,127.0,Yes,No,No,Yes,Female,No,18,No,0,5,7,3,12.333333333333334,0,0,5,9,5,12.6,0,10.8,1.4,1.74,2
Single,4,1,11,Daytime,1,142.0,0,18,22,29,42,130.8,Yes,No,No,Yes,Female,Yes,19,No,0,7,10,6,12.583333333333334,0,0,8,8,7,12.671428571428573,0,13.9,-0.3,0.79,2
Single,0,6,11,Daytime,1,126.0,0,3,22,25,43,121.8,Yes,No,No,Yes,Female,No,19,No,0,7,8,6,13.731666666666667,0,0,8,10,7,13.771428571428572,0,12.4,0.5,1.79,0
Single,9,1,3,Daytime,19,133.1,0,17,22,29,38,140.0,No,No,No,Yes,Male,No,43,No,0,6,8,6,12.875,0,0,6,14,5,12.142857142857142,0,16.2,0.3,-0.92,1
Married,10,1,4,Daytime,1,170.0,0,17,11,0,38,148.5,No,No,No,Yes,Male,No,47,No,8,10,14,8,14.625,0,5,7,7,5,13.4,0,9.4,-0.8,-3.12,0
Single,10,1,8,Daytime,1,130.0,0,14,19,31,45,109.8,Yes,No,No,No,Male,No,23,No,0,3,3,0,0.0,0,0,2,2,0,0.0,0,7.6,2.6,0.32,0
Single,0,1,9,Daytime,1,133.0,18,6,7,29,43,119.7,Yes,No,Yes,Yes,Female,Yes,19,Yes,0,6,8,6,12.666666666666666,0,0,6,7,6,12.666666666666666,0,8.9,1.4,3.51,2
Single,10,1,11,Daytime,1,122.0,0,12,15,22,36,122.0,Yes,No,No,Yes,Female,No,20,No,0,8,11,6,12.491666666666667,0,0,8,11,6,12.491666666666667,0,12.7,3.7,-1.7,2
Single,0,1,0,Daytime,1,138.0,0,0,15,24,38,147.5,Yes,No,No,Yes,Female,Yes,19,No,6,12,12,12,13.666666666666666,0,4,11,12,11,14.166666666666666,0,8.9,1.4,3.51,2
Single,4,1,5,Daytime,1,163.0,9,17,22,29,43,150.8,Yes,No,No,Yes,Female,No,19,Yes,0,6,13,6,16.0,0,0,6,8,6,14.5,0,15.5,2.8,-4.06,2
Single,12,1,5,Daytime,39,150.0,0,6,22,24,41,150.0,Yes,No,No,Yes,Female,No,19,No,2,6,8,6,14.142857142857142,0,1,6,7,6,13.0,0,13.9,-0.3,0.79,2
Single,9,1,2,Evening,19,133.1,0,6,7,11,16,131.5,No,No,Yes,Yes,Female,Yes,39,No,0,6,9,6,11.833333333333334,0,0,6,9,4,13.75,0,11.1,0.6,2.02,2
Single,0,1,4,Daytime,1,144.0,0,0,0,23,39,127.2,Yes,No,No,Yes,Female,Yes,20,No,0,6,6,6,12.666666666666666,0,0,6,8,6,13.0,0,10.8,1.4,1.74,2
Single,4,1,4,Daytime,1,118.0,0,18,7,29,37,111.0,Yes,No,No,Yes,Female,No,21,No,0,6,6,6,12.5,0,0,6,6,6,12.666666666666666,0,7.6,2.6,0.32,2
Single,11,5,9,Daytime,1,101.0,14,17,7,29,41,119.9,Yes,No,Yes,No,Female,No,22,Yes,5,11,16,9,10.88888888888889,0,2,10,20,4,11.25,1,9.4,-0.8,-3.12,2
Single,0,2,14,Daytime,1,133.0,0,6,23,25,0,133.7,Yes,No,No,Yes,Female,No,19,No,0,6,11,1,13.0,0,0,5,10,0,0.0,0,7.6,2.6,0.32,0
Single,4,1,13,Daytime,1,133.1,0,0,7,9,7,140.0,Yes,No,No,Yes,Female,No,22,No,0,6,6,6,15.166666666666666,0,0,6,6,6,16.0,0,13.9,-0.3,0.79,2
Single,13,2,15,Daytime,1,124.0,0,6,7,23,37,113.9,Yes,No,No,Yes,Female,Yes,19,No,0,6,8,6,12.666666666666666,0,0,6,7,6,12.0,0,12.7,3.7,-1.7,2
Single,0,1,0,Daytime,1,127.0,0,17,23,29,43,120.7,Yes,No,Yes,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,0
Facto union,9,1,8,Daytime,1,133.1,0,6,7,29,43,119.8,No,No,No,Yes,Male,No,26,No,0,5,9,5,12.0,0,0,5,5,5,10.2,0,11.1,0.6,2.02,1
Single,9,1,16,Evening,1,110.0,0,17,22,29,43,121.8,No,No,No,No,Male,No,36,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Single,5,1,0,Daytime,1,110.0,0,6,8,25,39,117.7,Yes,No,Yes,Yes,Male,Yes,20,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,2
Married,9,1,8,Daytime,1,160.0,0,17,22,29,41,110.0,No,No,No,Yes,Male,No,30,No,0,5,8,2,11.0,0,0,5,6,4,11.5,0,15.5,2.8,-4.06,0
Single,11,1,3,Daytime,1,120.0,0,0,0,24,2,134.4,No,No,No,Yes,Male,No,24,No,0,6,7,6,15.714285714285714,0,0,6,10,6,15.9,0,15.5,2.8,-4.06,0
Single,0,1,8,Daytime,1,133.1,0,14,19,0,0,125.3,No,No,No,Yes,Male,No,26,No,11,15,15,11,10.818181818181818,0,12,14,15,11,11.636363636363637,1,7.6,2.6,0.32,0
Single,0,1,8,Daytime,1,132.0,0,6,23,29,41,119.1,No,No,No,No,Male,No,19,No,0,5,16,1,12.0,0,0,5,6,0,0.0,0,13.9,-0.3,0.79,0
Facto union,9,1,9,Daytime,1,130.0,0,6,23,29,2,146.0,No,No,No,Yes,Male,No,34,No,0,6,8,5,12.6,0,0,6,11,4,11.25,0,12.4,0.5,1.79,2
Single,11,1,7,Daytime,1,130.0,0,0,0,1,1,130.0,Yes,No,No,Yes,Male,No,33,No,0,5,12,1,13.0,2,0,5,7,3,14.0,0,9.4,-0.8,-3.12,1
Single,4,6,8,Daytime,1,129.0,0,6,0,29,38,122.0,Yes,No,No,Yes,Male,No,19,No,0,5,8,5,11.6,1,0,5,10,4,10.75,0,9.4,-0.8,-3.12,2
Single,4,5,6,Daytime,1,130.0,0,6,0,24,39,118.1,Yes,No,Yes,No,Male,No,26,No,0,5,11,1,10.0,0,0,5,14,1,11.0,0,8.9,1.4,3.51,0
Single,9,1,13,Daytime,1,140.0,0,18,22,27,41,105.2,No,No,No,Yes,Male,No,29,No,0,6,7,1,14.0,0,0,6,6,0,0.0,0,16.2,0.3,-0.92,0
Single,4,5,6,Daytime,1,131.0,0,6,22,29,41,123.3,Yes,No,No,Yes,Male,Yes,19,No,0,5,9,5,12.6,0,0,5,8,2,12.5,0,8.9,1.4,3.51,0
Single,4,1,0,Daytime,1,129.0,0,0,0,29,43,124.8,Yes,No,No,Yes,Male,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,0
Single,9,1,16,Evening,19,133.1,0,6,22,29,43,149.4,No,No,No,No,Male,No,29,No,0,5,11,2,11.333333333333334,0,0,5,9,1,12.0,0,11.1,0.6,2.02,0
Single,11,1,10,Daytime,1,112.0,0,17,22,29,43,108.5,No,No,No,Yes,Male,No,21,No,0,6,6,6,12.666666666666666,0,0,6,7,5,11.4,0,9.4,-0.8,-3.12,2
Single,4,1,10,Daytime,1,119.0,0,0,0,24,2,125.0,No,No,No,Yes,Male,No,19,No,0,6,7,5,10.8,0,0,6,10,2,10.5,0,10.8,1.4,1.74,1
Single,0,1,11,Daytime,1,133.1,0,18,23,25,2,101.0,No,No,No,Yes,Male,No,20,No,0,7,14,5,12.87857142857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,2
Single,0,1,5,Daytime,1,123.0,0,12,0,22,39,112.9,No,No,No,Yes,Male,No,18,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,0
Single,4,3,4,Daytime,1,131.0,0,18,22,25,39,120.2,Yes,No,No,Yes,Male,No,18,No,0,6,6,6,12.833333333333334,0,0,6,8,5,11.4,0,15.5,2.8,-4.06,1
Single,0,1,8,Daytime,1,120.0,0,14,19,31,45,111.6,No,No,Yes,Yes,Male,Yes,21,No,0,5,5,5,12.6,0,0,5,9,3,12.833333333333334,0,10.8,1.4,1.74,1
Single,0,1,8,Daytime,1,125.0,0,0,0,24,36,134.1,Yes,No,No,Yes,Male,No,20,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,0
Single,9,1,6,Daytime,1,133.1,0,17,22,29,43,101.6,No,No,No,Yes,Male,Yes,30,No,0,5,11,0,0.0,0,0,5,5,0,0.0,0,12.7,3.7,-1.7,0
Single,5,2,13,Daytime,1,121.0,0,17,23,24,1,111.9,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.0,0,13.9,-0.3,0.79,2
Single,14,1,8,Daytime,1,148.0,0,0,7,29,40,118.4,Yes,No,No,Yes,Male,No,30,No,0,5,7,5,13.4,0,0,5,7,4,13.25,0,8.9,1.4,3.51,0
Single,0,1,8,Daytime,1,139.0,0,18,0,25,39,127.1,Yes,No,No,Yes,Male,Yes,22,No,0,5,8,5,11.2,0,0,5,13,4,11.25,0,12.7,3.7,-1.7,2
Single,4,3,0,Daytime,1,125.0,0,17,22,25,2,120.5,Yes,No,No,Yes,Male,No,22,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,2
Single,4,4,4,Daytime,1,128.0,0,0,0,29,2,136.1,Yes,No,Yes,No,Male,No,19,No,0,6,6,6,12.666666666666666,0,0,6,8,5,11.8,0,11.1,0.6,2.02,0
Single,4,2,13,Daytime,1,132.0,0,0,7,25,37,124.0,Yes,No,No,Yes,Male,No,21,No,0,5,7,3,12.333333333333334,0,0,5,5,4,11.25,0,7.6,2.6,0.32,0
Single,4,4,5,Daytime,1,137.0,0,18,23,12,19,141.6,No,No,No,Yes,Male,No,21,No,0,5,7,4,12.25,0,0,5,7,5,12.0,0,7.6,2.6,0.32,2
Single,12,1,0,Daytime,39,160.0,0,6,23,29,43,160.0,Yes,No,Yes,Yes,Male,Yes,21,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,15.5,2.8,-4.06,0
Single,9,1,8,Daytime,1,120.0,0,0,7,24,41,110.0,No,No,No,Yes,Male,No,27,No,0,5,13,3,10.75,0,0,5,9,3,10.333333333333334,0,15.5,2.8,-4.06,0
